S.No,Domain,Category,Region
16399,myshoeclinic.com,Fashion & Apparel,India
16400,myshubhlife.com,Private Equity & Venture Capital,India
16401,mysilklove.com,Ecommerce/Retail,India
16402,mysirg.com,EdTech,India
16403,mysivi.ai,Electronics & Tech,US
16404,myskincare.in,Beauty & Personal Care,India
16405,mysmartpros.com,EdTech,India
16406,mysmello.com,Beauty & Personal Care,India
16407,mysmsmantra.com,Religious & Spiritual,Global
16408,mysocietyclub.com,Real Estate,India
16409,mysoreconcernscoffee.com,Unknown,Global
16410,mysoreraceclub.com,Sports Leagues & Professional Sports,India
16411,mysoulmantra.com,Religious & Spiritual,India
16412,mysoulschool.in,EdTech,India
16413,myspacehotels.com,Real Estate,India
16414,myspaceofjoy.com,Home & Living,India
16415,myspicebrew.in,Plantation & Cash Crops,India
16416,mystascents.com,Beauty & Personal Care,India
16417,mysteryoffashion.com,Fashion & Apparel,India
16418,mysticamusic.com,Religious & Spiritual,Global
16419,mysticdust.in,Beauty & Personal Care,India
16420,mystiqare.com,Beauty & Personal Care,India
16421,mystiqliving.com,Beauty & Personal Care,India
16422,mystiquescents.in,Beauty & Personal Care,India
16423,mystoragespace.in,Home & Living,India
16424,mystore.nl,Unknown,Netherlands
16425,mystrip.in,Office & Stationery,India
16426,mystro.in,Banking & Financial Services,India
16427,mystudentboard.in,Betting & Fantasy Sports,India
16428,mystudentclub.com,Manufacturing,Global
16429,mystudycart.com,EdTech,India
16430,mysuittailor.com,Unknown,Global
16431,mysunar.com,Jewelry,India
16432,mysunedge.com,Beauty & Personal Care,India
16433,mysunpure.in,Food & Beverage,India
16434,mysuperhumanrace.com,Sustainability & ESG,India
16435,mysurusandal.co.in,Fashion & Apparel,India
16436,mytalenthunt.in,Fashion & Apparel,India
16437,mytanfarms.com,Agriculture,US
16438,mytankaria.com,Art & Collectibles,Global
16439,mytantra.in,Religious & Spiritual,India
16440,mytapas.in,Sustainability & ESG,India
16441,mytaxiindia.com,Automotive,India
16442,mytectra.com,AI & Data Science,India
16443,mytek.in,Professional Services,India
16444,mythrihospital.net,Healthcare & Hospitals,India
16445,mytokri.com,Electronics & Tech,India
16446,mytravaly.in,Restaurant & Hospitality,India
16447,mytravel.pk,Insurance,PK
16448,mytravelbazaar.com,Travel & Ticketing,India
16449,mytribe.in,Wedding & Events,India
16450,mytribestore.in,Unknown,India
16451,mytusk.in,Unknown,India
16452,mytutor247.in,EdTech,India
16453,mytwinbirds.com,Home & Living,Global
16454,myvaluation.in,Social Media & Platforms,India
16455,myvaluetravel.com,Wedding & Events,Global
16456,myvaluetrip.com,Airlines & Aviation,Global
16457,myvantagepoint.in,News & Media,India
16458,myvitaminpk.com,Food & Beverage,India
16459,mywallpanels.com,Construction & Building Materials,India
16460,mywastesolution.com,Environmental & Waste Management,India
16461,mywellnesshub.in,Baby & Kids,India
16462,mywellnesskart.com,Unknown,Global
16463,mywelme.com,Health & Wellness,India
16464,mywisemonk.com,Electronics & Tech,India
16465,mywishbag.com,Fashion & Apparel,India
16466,mywonder.in,Baby & Kids,India
16467,myworldofmovies.in,Amusement & Entertainment Venues,India
16468,myyatradiary.com,Religious & Spiritual,Global
16469,myza.com,Jewelry,India
16470,myzodiaq.in,Education Services (Non-Digital),India
16471,mzservices.net,SaaS & B2B,Global
16472,mzstore.in,Electronics & Tech,India
16473,mzuonline.in,EdTech,India
16474,n-lighten.in,Home & Living,India
16475,n1-racing.com,Sports Leagues & Professional Sports,India
16476,naachiyars.in,Fashion & Apparel,India
16477,naadwellness.com,Unknown,Global
16478,naaginsauce.com,Food & Beverage,India
16479,naandi.org,NGO & Non-Profit,India
16480,naario.com,Food & Beverage,India
16481,naas.org.in,EdTech,India
16482,naatigrains.com,Home & Living,India
16483,naattumarundhukadai.com,Beauty & Personal Care,India
16484,naatusakkarai.com,Baby & Kids,Global
16485,naava.co.in,Fashion & Apparel,India
16486,naayastudio.com,Unknown,Global
16487,naazacademy.in,EdTech,India
16488,naazbynoor.com,Fashion & Apparel,India
16489,nabcons.com,Agriculture,India
16490,nabhisutra.com,Health & Wellness Services,India
16491,nabi.res.in,Biotechnology,India
16492,nabia.in,Fashion & Apparel,India
16493,nabkisan.org,Agriculture,India
16494,nableindia.com,Education Services (Non-Digital),India
16495,nabllab.net,Unknown,Global
16496,nabventures.in,Conglomerates & Holding Companies,India
16497,nacin.gov.in,Government & Public Sector,India
16498,nacjewellers.com,Jewelry,Global
16499,nack.life,Food & Beverage,India
16500,naclind.com,Agriculture,Global
16501,nadh.in,NGO & Non-Profit,India
16502,nadiadayurveda.org,Health & Wellness Services,Global
16503,naditarangini.com,Health & Wellness Services,India
16504,nadivaidya.in,Beauty & Personal Care,India
16505,nadiyapaar.com,Fashion & Apparel,India
16506,nadkarnispc.com,Unknown,Global
16507,nadodikayaking.com,Unknown,Global
16508,nadsadhna.com,Religious & Spiritual,Global
16509,nadwa.in,NGO & Non-Profit,India
16510,naeemtrading.com,Home & Living,India
16511,nafa.co.in,Agriculture,Global
16512,nafedbazaar.com,Food & Beverage,India
16513,nagalandtribune.in,News & Media,India
16514,nagalanduniversity.ac.in,Schools & Universities,India
16515,nagapattinam.nic.in,Government & Public Sector,India
16516,nagaraholetigerreserve.com,NGO & Non-Profit,Global
16517,nagarikbank.info,Banking & Financial Services,India
16518,nagarjunaayurveda.com,Health & Wellness Services,Global
16519,nagarjunarestaurants.com,Restaurant & Hospitality,US
16520,nagarjunatravels.com,Religious & Spiritual,India
16521,nagarjunpharma.com,Pharmaceuticals,India
16522,nagarnigambareilly.com,Government & Public Sector,Global
16523,nagarnigamprojects.in,News & Media,India
16524,nagarzp.gov.in,Government & Public Sector,India
16525,nageenprakashan.in,EdTech,India
16526,nagman.com,Fashion & Apparel,Global
16527,nagpurtourism.co.in,Religious & Spiritual,India
16528,naharcredits.in,Banking & Financial Services,India
16529,nahatajnmsm.ac.in,EdTech,India
16530,nahdimandi.com,Restaurant & Hospitality,India
16531,naihatimunicipality.in,Government & Public Sector,India
16532,naiindia.in,News & Media,India
16533,naiknavare.com,Real Estate,India
16534,nailknack.com,Ecommerce/Retail,India
16535,nailsnbeyond.in,Beauty & Personal Care,India
16536,naimatrimony.com,Dating & Matchmaking,Global
16537,naindia.in,NGO & Non-Profit,India
16538,nainitalbank.co.in,Banking & Financial Services,India
16539,naivri.com,Baby & Kids,India
16540,nakad.co,Banking & Financial Services,Global
16541,nakamichicaraudioindia.com,Electronics & Tech,India
16542,nakhrewaali.co,Unknown,Global
16543,nakshatramaps.com,Health & Wellness Services,India
16544,nakshewala.com,Home & Living,India
16545,nakshtechnology.com,Manufacturing,UK
16546,nalandaenterprises.com,Electronics & Tech,India
16547,nalinfin.co.in,Jewelry,India
16548,nall.co.in,Logistics,India
16549,namakwali.com,Food & Beverage,India
16550,namastecitytour.com,Museums; Heritage & Culture,India
16551,namasteindiatrip.com,Travel & Ticketing,India
16552,namastey.co,Religious & Spiritual,India
16553,namasyajaipur.com,Jewelry,India
16554,nambiarmatrimony.com,Dating & Matchmaking,Global
16555,namdharifresh.com,Unknown,Global
16556,nameartstudio.com,Printing & Packaging,Global
16557,nammaflix.com,Media & Entertainment,Global
16558,nammakuttieskadai.in,Office & Stationery,India
16559,namnews.in,News & Media,India
16560,namratakediadesign.com,Home & Living,India
16561,nandancoffee.com,Food & Beverage,India
16562,nandanvanresort.com,Restaurant & Hospitality,Global
16563,nanditapalshetkar.com,Healthcare & Hospitals,India
16564,nandosindia.com,Restaurant & Hospitality,Global
16565,nandurabank.com,Banking & Financial Services,India
16566,nanorh.com,Manufacturing,India
16567,nanshe.in,Unknown,India
16568,nanyaindia.com,Automotive,US
16569,napplied.com,HR & Recruitment,US
16570,napps.in,SaaS & B2B,India
16571,napstory.in,Fashion & Apparel,India
16572,narang.com,Healthcare & Hospitals,India
16573,narayanajuniorcolleges.com,EdTech,US
16574,narayananethralaya.org,Health & Wellness Services,India
16575,narayanaone.health,Health & Wellness Services,India
16576,narh.in,Beauty & Personal Care,India
16577,narkhedeayurved.com,Health & Wellness Services,Global
16578,narmadahealthgroup.com,Healthcare & Hospitals,India
16579,naruvihospitals.com,Healthcare & Hospitals,Global
16580,nascollege.org,Schools & Universities,India
16581,nascorptechnologies.com,SaaS & B2B,India
16582,nashikcitycentre.com,Jewelry,India
16583,nashindia.com,Manufacturing,Global
16584,nasindia.co,Unknown,Global
16585,nasoprofumi.com,Beauty & Personal Care,India
16586,nasscomfoundation.org,NGO & Non-Profit,India
16587,natana.in,Nuclear & Atomic Energy,India
16588,natarajaagencies.com,Automotive,India
16589,natchsnacks.com,Unknown,Global
16590,nathumalghudoomal.com,Unknown,Global
16591,nathvalleyschool.com,EdTech,India
16592,nationalagro.com,Agriculture,India
16593,nationalbodyline.com,Unknown,Global
16594,nationalcampa.nic.in,Government & Public Sector,India
16595,nationalcraftsmuseum.nic.in,Museums; Heritage & Culture,India
16596,nationalfinanceolympiad.com,EdTech,India
16597,nationalgardens.in,Home & Living,India
16598,nationalheartinstitute.com,Unknown,Global
16599,nationalmilitaryschoolakola.com,Aerospace & Defense,Global
16600,nationalmuseumindia.gov.in,Museums; Heritage & Culture,India
16601,nationalnewstoday.in,News & Media,India
16602,nationalpaints.com,Home & Living,Global
16603,nationalpc.in,Electronics & Tech,India
16604,nationalsteelind.com,Manufacturing,India
16605,nationaltrust.nic.in,NGO & Non-Profit,India
16606,nationin.com,Unknown,Global
16607,nationnext.com,News & Media,India
16608,nationpay.in,Banking & Financial Services,India
16609,nativeapothecary.in,Unknown,India
16610,nativebase.io,Education Services (Non-Digital),Global
16611,nativeengineeringsolutions.com,Construction & Building Materials,Global
16612,nativeindianorganics.com,Agriculture,India
16613,nativemilk.co.in,Grocery & Supermarket,India
16614,nativespecial.com,Beauty & Personal Care,India
16615,nativesweetsandsnacks.com,Unknown,Global
16616,nativethings.in,Fashion & Apparel,India
16617,nativetongue.in,Food & Beverage,India
16618,nativeworld.com,HR & Recruitment,Global
16619,nativusfarms.com,Unknown,Global
16620,natrajfurniture.com,Home & Living,India
16621,natstrat.org,International & Diplomatic Organizations,Global
16622,nattygarb.com,Unknown,Global
16623,naturalhealthyfood.in,Unknown,India
16624,naturalis.co.in,Unknown,India
16625,naturalis.store,Unknown,Global
16626,naturallifestyle.in,Health & Wellness Services,India
16627,naturallyyours.in,Food & Beverage,India
16628,naturalremedy.com,Veterinary & Animal Health,Global
16629,naturalsbeautyacademy.com,Beauty & Personal Care,Global
16630,naturalstona.co.in,Construction & Building Materials,India
16631,nature4nature.in,Beauty & Personal Care,India
16632,naturecamptravels.com,Travel & Ticketing,India
16633,natureclubsurat.org,NGO & Non-Profit,India
16634,naturecure.org.in,Religious & Spiritual,India
16635,naturediary.in,Tourism & Destination Management,India
16636,naturefit.in,Health & Wellness Services,India
16637,naturehikepakistan.pk,Travel & Ticketing,Global
16638,natureinfocus.in,Photography & Videography,India
16639,naturelandorganics.com,Food & Beverage,India
16640,natureloc.com,Food & Beverage,India
16641,naturenestt.com,Restaurant & Hospitality,India
16642,naturenursery.in,Baby & Kids,India
16643,naturenurture.org,EdTech,India
16644,natures-nectar.com,Ecommerce/Retail,India
16645,natures-spice.com,Unknown,Global
16646,naturesafariindia.com,Tourism & Destination Management,India
16647,naturesbasket.co.in,Grocery & Supermarket,India
16648,natureshadow.com,Fashion & Apparel,India
16649,natureskefir.in,Food & Beverage,India
16650,naturesnaturalindia.com,Health & Wellness,India
16651,naturespell.in,Beauty & Personal Care,India
16652,naturessoulshop.com,Food & Beverage,India
16653,naturestrunk.com,Food & Beverage,India
16654,naturetrails.in,Restaurant & Hospitality,India
16655,naturetravelagency.com,Travel & Ticketing,India
16656,naturevibe.com,Beauty & Personal Care,US
16657,naturevit.in,Food & Beverage,India
16658,naturewalkers.in,Elderly Care & Senior Services,India
16659,naturewings.com,Travel & Ticketing,UK
16660,natureyard.in,Food & Beverage,India
16661,naturin.in,Unknown,India
16662,naturo.in,Unknown,India
16663,naturyz.in,Unknown,India
16664,natuur.in,Beauty & Personal Care,India
16665,natxtra.com,Food & Beverage,India
16666,natyasutraonline.com,EdTech,US
16667,naukaritimes24.in,EdTech,India
16668,naukridekhe.com,Government & Public Sector,India
16669,naukrinama.com,Government & Public Sector,India
16670,naureen.in,Web Hosting & Domains,India
16671,naushie.com,Food & Beverage,India
16672,nautanky.com,Unknown,Global
16673,nautilusshipping.com,Marine & Shipping,US
16674,nautinati.com,Fashion & Apparel,India
16675,nauvab.com,Fashion & Apparel,India
16676,navachetana.in,NGO & Non-Profit,India
16677,navadha.com,Dental & Oral Care,Global
16678,navadwipaparikrama.com,NGO & Non-Profit,India
16679,navakarnataka.com,EdTech,India
16680,navaltboats.com,Aerospace & Defense,India
16681,navamcapital.com,Private Equity & Venture Capital,US
16682,navana.ai,Construction & Building Materials,India
16683,navanagara.com,Banking & Financial Services,India
16684,navayana.org,Publishing & Books,India
16685,naveenhospital.com,Healthcare & Hospitals,India
16686,naveenhotels.com,Wedding & Events,India
16687,naveentile.com,Home & Living,India
16688,navgurukul.org,EdTech,India
16689,navia.co.in,FinTech,India
16690,naviforce.in,Unknown,India
16691,naviget.in,Airlines & Aviation,India
16692,naviluna.in,Food & Beverage,India
16693,navimumbaibank.com,Banking & Financial Services,Global
16694,navimumbaipolice.gov.in,HR & Recruitment,India
16695,navinclasses.com,EdTech,US
16696,navingroup.in,Logistics,India
16697,navinmart.com,Electronics & Tech,India
16698,navins.in,Real Estate,India
16699,naviorajourneys.com,Travel & Ticketing,UK
16700,navishaenterprises.in,Unknown,India
16701,navitassolar.in,Energy & Utilities,India
16702,navjivanindia.com,News & Media,India
16703,navkarplywood.in,Forestry & Timber,India
16704,navkarsys.com,Security & Surveillance,India
16705,navlik.com,Fashion & Apparel,India
16706,navnirmanbank.com,Banking & Financial Services,Global
16707,navnitmarine.com,News & Media,US
16708,navodayathane.org,Schools & Universities,India
16709,navohosting.com,Web Hosting & Domains,India
16710,navpadgold.in,Betting & Fantasy Sports,India
16711,navrathan.com,Jewelry,India
16712,navsachi.com,Fashion & Apparel,India
16713,navsari.nic.in,Museums; Heritage & Culture,India
16714,navsarjanbank.com,Banking & Financial Services,Global
16715,navstarsteel.com,Manufacturing,India
16716,navu.in,Restaurant & Hospitality,India
16717,navyabakers.com,Food & Beverage,India
16718,navyaquarium.in,Baby & Kids,India
16719,nawanshahr.nic.in,Government & Public Sector,India
16720,nayabazar.pk,Grocery & Supermarket,Global
16721,nayadost.in,EdTech,India
16722,nayagadget.in,Electronics & Tech,India
16723,nayakstutorials.com,EdTech,Global
16724,nayalegal.com,Home & Living,Global
16725,nayan.co,Electronics & Tech,Global
16726,nayanta.edu.in,Schools & Universities,India
16727,nayapurana.in,Real Estate,India
16728,nayasa.com,Home & Living,India
16729,nayeshamills.com,Food & Beverage,India
16730,nayi-disha.org,NGO & Non-Profit,Global
16731,nayinaveli.co.in,Religious & Spiritual,India
16732,nayku.com,Music & Audio,US
16733,naymish.com,Fashion & Apparel,India
16734,nayyerbangles.com,Jewelry,India
16735,nazeerfoods.com,Restaurant & Hospitality,Global
16736,nbagr.res.in,Government & Public Sector,India
16737,nbaindia.org,Sustainability & ESG,Global
16738,nbcfdc.gov.in,Government & Public Sector,India
16739,nbclindia.com,Agriculture,Global
16740,nblik.com,Social Media & Platforms,India
16741,nbrgroup.in,Real Estate,India
16742,nbs.edu.in,EdTech,India
16743,nbstc.in,Government & Public Sector,India
16744,nbtcurtainsystems.com,Home & Living,Global
16745,ncaacademy.com,Aerospace & Defense,India
16746,ncaer.org,News & Media,India
16747,ncagrawal.com,Professional Services,India
16748,ncat.co.in,Home & Living,India
16749,ncbhpublisher.in,Unknown,India
16750,ncbmanas.gov.in,Government & Public Sector,India
16751,nccbank.co.in,Cooperatives & Community Commerce,India
16752,nccf.in,Home & Living,India
16753,nccurban.com,Real Estate,Global
16754,ncf-india.org,EdTech,Global
16755,nckalari.com,Religious & Spiritual,India
16756,nclat.gov.in,Government & Public Sector,India
16757,nclindia.in,Sports Leagues & Professional Sports,India
16758,ncodesolutions.com,Government & Public Sector,Global
16759,ncrtc.co.in,Government & Public Sector,India
16760,ncth.com,Restaurant & Hospitality,Global
16761,ndcbank.com,Banking & Financial Services,Global
16762,ndeh.com,Fashion & Apparel,India
16763,ndimdelhi.org,Construction & Building Materials,Global
